,Store Number,City,Mean Retail Price per Liter,Total Sales 2015,Mean Sales 2015,Zip Code,County,Total Gross Profit 2015,Mean Gross Profit 2015,Volume Sold (Liters) sum,Volume Sold (Liters) mean,First Date,Last Date,Total Sales Q1 2015,Total Sales Q1 2016,Mean Sales Q1 2015,Mean Sales Q1 2016,Total Gross Profit Q1 2015,Mean Gross Profit Q1 2015,Mean Gross Profit Q1 2016,totalvolQ12015,totalvolQ12016,meanvolQ12015,meanvolQ12016,Category Most Sold,numberdaysopen,Dominant Vendor,sales2015zip,profit2015zip,sales2015county,profit2015county,sales2015city,profit2015city
0,2106,CEDAR FALLS,18.8463414786,1433451.46,281.068913725,50613,Black Hawk,27563.15,5.40453921569,93952.72,18.4221019608,2015-01-08,2016-03-31,337166.53,337446.81,278.190206271,275.017775061,6431.88,5.49381188119,5.24195599022,21815.55,22252.45,17.9996287129,18.1356560717,CANADIAN WHISKIES,448,260,4790705.09,202748.27,14795417.3,516859.32,5058074.65,220364.33
1,2113,GOWRIE,17.6257038491,85763.42,63.0150036738,50543,Webster,7256.62,5.33182953711,6500.83,4.77650991918,2015-01-07,2016-03-30,22351.86,21663.33,66.7219701493,55.4049360614,2068.97,5.32456716418,5.29148337596,1604.08,1606.32,4.78829850746,4.10823529412,CANADIAN WHISKIES,448,260,85763.42,7256.62,2995026.97,102943.32,85763.42,7256.62
2,2130,WATERLOO,17.4974507555,1107685.25,280.639789714,50703,Black Hawk,20308.27,5.14524195592,65546.38,16.6066328857,2015-01-08,2016-03-31,277764.46,303978.69,298.671462366,294.838690592,5204.04,5.20727956989,5.04756547042,16176.37,18088.75,17.3939462366,17.5448593598,VODKA 80 PROOF,448,260,3362183.89,82463.71,14795417.3,516859.32,9392561.98,278135.55
3,2178,WAUKON,16.5944384857,277987.96,104.389019902,52172,Allamakee,13404.61,5.03365001878,21719.49,8.15602328201,2015-01-07,2016-03-30,54411.42,58749.04,100.948831169,98.4071021776,3086.57,4.81187384045,5.17013400335,4376.38,4596.14,8.11944341373,7.69872696817,CANADIAN WHISKIES,448,260,679213.75,34355.69,797396.11,41349.32,679213.75,34355.69
4,2190,DES MOINES,24.2721201832,1226205.17,95.3874111241,50314,Polk,76517.67,5.9523663944,64357.9,5.00644885259,2015-01-05,2016-03-31,255392.25,320989.41,83.2167644184,104.014714841,19763.18,5.51772564353,6.40414128321,14053.73,16281.27,4.57925382861,5.27584899546,VODKA 80 PROOF,451,260,10289008.9,204986.79,56674297.4,1759117.6,31942201.98,805300.56
5,2191,KEOKUK,18.9026640256,1275405.26,229.513273349,52632,Lee,31691.18,5.70292963829,81211.28,14.6142307,2015-01-05,2016-03-28,318985.32,300110.12,224.321603376,203.879157609,8390.82,5.73005625879,5.70028532609,20393.07,19091.18,14.3411181435,12.9695516304,CANADIAN WHISKIES,448,260,2289324.97,68234.15,3508198.61,124952.03,2289324.97,68234.15
6,2200,SAC CITY,17.0451413423,223899.24,57.7059896907,50583,Sac,22620.85,5.83011597938,17291.09,4.45646649485,2015-01-07,2016-03-30,45340.33,55121.79,57.5384898477,58.7652345416,5409.4,5.73831218274,5.76695095949,3393.35,4287.56,4.30628172589,4.57095948827,CANADIAN WHISKIES,448,260,312879.18,27379.81,511117.2,36291.63,312879.18,27379.81
7,2228,WINTERSET,17.7063626529,188879.7,67.0023767293,50273,Madison,14115.95,5.00743171337,15188.97,5.38807023767,2015-01-06,2016-03-29,51031.04,55834.13,70.8764444444,116.807803347,2998.67,4.99661111111,6.27336820084,4213.4,4312.13,5.85194444444,9.02119246862,CANADIAN WHISKIES,448,260,361106.67,19887.83,400470.69,21851.97,361106.67,19887.83
8,2233,SPIRIT LAKE,20.3771728036,316855.05,125.387831421,51360,Dickinson,15493.24,6.13108033241,23620.75,9.34734863474,2015-01-06,2016-03-29,68657.91,3536.14,118.785311419,235.742666667,124.44,5.97043252595,8.296,5115.11,135.0,8.84967128028,9.0,CANADIAN WHISKIES,448,260,2110384.71,67789.66,3725494.03,127806.73,2110384.71,67789.66
9,2248,DES MOINES,27.7891216911,659252.26,143.284559878,50312,Polk,33228.71,7.22206259509,28853.25,6.2710823734,2015-01-08,2016-03-31,121837.56,158089.7,127.445146444,270.701541096,4401.99,6.82071129707,7.53765410959,5604.59,7221.2,5.862541841,12.3650684932,VODKA 80 PROOF,448,260,884836.76,45295.82,56674297.4,1759117.6,31942201.98,805300.56
10,2285,IOWA CITY,26.6675538482,776397.91,259.75172633,52240,Johnson,21587.27,7.22223820676,37063.09,12.3998293744,2015-01-07,2016-03-30,146513.09,123472.77,228.926703125,49.3102116613,13042.52,6.792984375,5.20867412141,6814.17,8280.38,10.647140625,3.30686102236,STRAIGHT BOURBON WHISKIES,448,260,8113980.68,220974.62,13020933.64,397720.78,9553555.84,296367.59
11,2290,STORM LAKE,18.8845384481,549295.9,68.6791572893,50588,Buena Vista,43197.41,5.40102650663,36489.33,4.56230682671,2015-01-07,2016-03-30,118934.06,21834.49,72.3883505782,49.2877878104,2372.38,5.36676202069,5.35525959368,8108.52,1643.87,4.93519172246,3.71076749436,CANADIAN WHISKIES,448,260,1662580.54,105905.07,1733819.91,112446.63,1662580.54,105905.07
12,2327,CORNING,17.7810649363,100596.8,55.9804117974,50841,Adams,9067.57,5.04594880356,7547.62,4.20012242627,2015-01-06,2016-03-29,20335.03,39609.55,56.8017597765,110.333008357,1815.17,4.7869273743,5.05618384401,1539.72,3196.9,4.30089385475,8.90501392758,CANADIAN WHISKIES,448,260,100596.8,9067.57,100596.8,9067.57,199825.26,16854.62
13,2413,DUBUQUE,17.4645809184,835742.87,186.30023852,52001,Dubuque,24158.11,5.38522291574,54187.11,12.0791596077,2015-01-07,2016-03-29,204237.78,48335.87,193.224011353,49.7794747683,4853.88,5.31357615894,4.99884654995,13412.92,3177.52,12.6896121097,3.27242018538,VODKA 80 PROOF,447,260,4985592.6,183372.9,7827313.86,280946.98,7194743.68,256985.43
14,2445,OAKLAND,14.606337447,71682.86,42.6683690476,51560,Pottawattamie,7928.38,4.71927380952,6258.16,3.7250952381,2015-01-06,2016-03-29,16939.15,16299.95,43.4337179487,66.2599593496,1069.4,4.65787179487,4.34715447154,1506.74,1361.57,3.86343589744,5.53483739837,CANADIAN WHISKIES,448,434,119038.74,9650.16,8706224.87,304204.12,119038.74,9650.16
15,2448,INDIANOLA,17.3397635063,203038.62,48.0906252961,50125,Warren,21642.85,5.12620795831,13562.32,3.21229748934,2015-01-05,2016-03-28,55498.12,51830.14,49.6405366726,68.1975526316,4757.07,5.04786225403,6.25930263158,3733.6,3296.05,3.33953488372,4.33690789474,VODKA 80 PROOF,448,260,1421676.92,64223.49,1879416.31,76312.52,1421676.92,64223.49
16,2459,GUTHRIE CENTER,14.5392448115,79026.65,75.2634761905,50115,Guthrie,4616.23,4.39640952381,6605.52,6.29097142857,2015-01-05,2016-03-28,15983.98,30402.43,73.6588940092,141.406651163,1213.68,4.22658986175,5.64502325581,1352.49,2772.77,6.23267281106,12.8966046512,CANADIAN WHISKIES,448,260,79026.65,4616.23,291363.21,15575.87,79026.65,4616.23
17,2465,DUBUQUE,21.109743671,264728.41,69.3550982447,52003,Dubuque,23039.97,6.03614618811,16704.05,4.37622478386,2015-01-07,2016-03-29,62988.17,6367.76,61.0942483026,41.6193464052,546.92,5.73838021339,3.57464052288,4065.28,555.31,3.94304558681,3.62947712418,VODKA 80 PROOF,447,260,320985.08,24962.0,7827313.86,280946.98,7194743.68,256985.43
18,2475,WEST BEND,14.6789957046,121763.29,145.475854241,50597,Kossuth,4452.5,5.31959378734,10871.72,12.9889127838,2015-01-06,2016-03-29,29637.75,325682.73,139.800707547,96.6991478622,16969.8,5.58570754717,5.0385391924,2399.31,21176.96,11.3175,6.287695962,CANADIAN WHISKIES,448,260,121763.29,4452.5,1491146.72,62637.64,121763.29,4452.5
19,2478,ALTOONA,23.1293325959,198550.4,219.63539823,50009,Polk,6069.31,6.71383849558,10574.5,11.6974557522,2015-01-05,2016-03-28,48759.71,329839.42,211.080995671,113.307942288,15074.34,6.40965367965,5.17840604603,2624.5,22706.37,11.3614718615,7.800195809,IMPORTED VODKA,448,260,2155725.15,74901.38,56674297.4,1759117.6,2155725.15,74901.38
20,2498,ARLINGTON,13.0628339185,27453.07,42.1706144393,50606,Fayette,2285.93,3.51141321045,2568.34,3.94522273425,2015-01-05,2016-03-21,5577.61,151268.66,41.9369172932,108.203619456,6536.79,3.42842105263,4.67581545064,530.14,11470.27,3.98601503759,8.20477110157,CANADIAN WHISKIES,441,115,27453.07,2285.93,952549.95,33906.21,27453.07,2285.93
21,2500,AMES,18.964689558,1354990.08,108.904523389,50010,Story,63128.56,5.07382735895,91695.75,7.36985613245,2015-01-07,2016-03-30,310035.66,311469.7,105.346809378,145.342837144,11510.84,5.04534488617,5.37136724218,21393.12,20697.29,7.26915392457,9.65809146057,VODKA 80 PROOF,448,260,6966155.4,281490.23,7585724.01,323571.38,7118396.56,290955.23
22,2501,AMES,19.5971989296,1377465.13,108.078864653,50010,Story,66442.5,5.21322087093,93593.02,7.34350882699,2015-01-07,2016-03-30,310718.21,61056.75,106.849453232,104.728559177,2382.18,5.14394085282,4.08607204117,21193.15,5058.25,7.28787826685,8.67624356775,VODKA 80 PROOF,448,260,6966155.4,281490.23,7585724.01,323571.38,7118396.56,290955.23
23,2502,ANKENY,19.9606500622,1372155.78,178.759220948,50021,Polk,42479.61,5.53408155289,94809.66,12.3514408546,2015-01-07,2016-03-30,258284.84,202685.72,160.325785227,140.461344421,10454.48,5.36157666046,7.24496188496,18150.13,13618.44,11.2663749224,9.43758835759,VODKA 80 PROOF,448,260,2566641.13,89629.52,56674297.4,1759117.6,4205336.85,188730.15
24,2505,BOONE,17.0386009074,659068.44,110.749191732,50036,Boone,27848.5,4.67963367501,50095.04,8.41791967737,2015-01-07,2016-03-30,150049.71,123500.48,113.330596677,136.464618785,4096.04,4.53172205438,4.52601104972,11513.64,10704.64,8.69610271903,11.8283314917,VODKA 80 PROOF,448,260,1190271.98,49337.99,1630094.93,73448.17,1190271.98,49337.99
25,2506,BURLINGTON,19.520614774,1426370.36,156.79568649,52601,Des Moines,50617.56,5.5642035836,93344.87,10.2610607893,2015-01-05,2016-03-28,309568.16,1044699.53,152.496630542,285.983993978,23128.59,5.53574876847,6.33139611278,20738.22,69867.09,10.2158719212,19.1259485355,VODKA 80 PROOF,448,260,2680170.91,110317.23,3635473.79,146763.34,2902365.01,114999.52
26,2507,BURLINGTON,14.4599166734,299207.06,91.8658458704,52601,Des Moines,12672.66,3.89089960086,25483.92,7.82435369972,2015-01-05,2016-03-28,66468.32,147954.32,83.2936340852,89.8871931956,7638.03,3.83176691729,4.64035844471,5716.95,10430.84,7.16409774436,6.33708383961,VODKA 80 PROOF,448,260,2680170.91,110317.23,3635473.79,146763.34,2902365.01,114999.52
27,2508,CEDAR RAPIDS,18.4849572924,1110614.51,144.011217583,52405,Linn,39509.75,5.12315223029,79674.32,10.3312136929,2015-01-06,2016-03-29,321983.24,61172.32,173.763216406,154.475555556,1532.42,5.34644900162,3.86974747475,23531.03,6392.58,12.6988828926,16.1428787879,VODKA 80 PROOF,448,260,1978568.15,102334.25,20374018.21,739839.77,17588744.39,615993.64
28,2509,CEDAR RAPIDS,15.3241951608,555033.56,142.498988447,52404,Linn,17590.67,4.5162182285,48798.46,12.5284878049,2015-01-06,2016-03-29,115531.13,259435.83,124.763639309,85.1446767312,16084.88,4.48399568035,5.27892353134,10394.16,19230.64,11.2247948164,6.31133574007,VODKA 80 PROOF,448,434,3141279.24,123987.84,20374018.21,739839.77,17588744.39,615993.64
29,2512,IOWA CITY,19.5889228115,4151832.63,291.234050926,52240,Johnson,77277.82,5.42072250281,267393.09,18.7565298822,2015-01-05,2016-03-30,926282.32,159537.88,255.174192837,86.2366918919,8684.36,5.43187878788,4.69424864865,58593.42,12238.11,16.1414380165,6.61519459459,VODKA 80 PROOF,450,260,8113980.68,220974.62,13020933.64,397720.78,9553555.84,296367.59
30,2513,IOWA CITY,17.0105726858,649600.5,93.5754105445,52240,Johnson,32169.46,4.63403341976,46217.98,6.65773264189,2015-01-07,2016-03-30,157981.2,77830.82,107.616621253,103.223899204,3707.79,4.51904632153,4.9174933687,10885.03,5730.91,7.41487057221,7.60067639257,VODKA 80 PROOF,448,260,8113980.68,220974.62,13020933.64,397720.78,9553555.84,296367.59
31,2514,MARION,13.7771414922,211062.23,105.478375812,50129,Linn,7609.1,3.80264867566,21274.89,10.6321289355,2015-01-05,2016-03-28,51078.36,251834.99,87.6129674099,128.421718511,10298.11,3.55557461407,5.25145843957,5611.85,16711.06,9.62581475129,8.52170321265,VODKA 80 PROOF,448,434,440884.86,21917.01,20374018.21,739839.77,2160219.49,91120.1
32,2515,MASON CITY,18.3547723499,1249511.74,95.4335706102,50401,Cerro Gordo,69041.29,5.27314519209,90730.82,6.92971969755,2015-01-08,2016-03-31,272703.74,172585.49,94.5574687933,132.452409823,6436.97,5.22528779473,4.94011511896,20110.86,12670.07,6.97325242718,9.72376822717,VODKA 80 PROOF,448,260,3870836.38,164759.68,5541197.41,249625.52,3870836.38,164759.68
33,2517,NEWTON,17.3445413216,761232.78,87.1374519231,50208,Jasper,42138.14,4.82350503663,57816.37,6.61817422161,2015-01-05,2016-03-28,180760.93,91223.95,82.8039074668,98.9413774403,4506.44,4.73968392121,4.88767895879,14022.69,6462.7,6.42358680715,7.00943600868,VODKA 80 PROOF,448,260,1322703.04,88417.16,1514369.37,98317.79,1322703.04,88417.16
34,2518,RED OAK,18.8296206451,351097.11,97.526975,51566,Montgomery,18283.98,5.07888333333,25648.0,7.12444444444,2015-01-06,2016-03-29,72185.66,245856.34,95.6101456954,139.770517339,9119.93,5.09136423841,5.18472427516,5685.27,17268.93,7.5301589404,9.8174701535,CANADIAN WHISKIES,448,260,586310.81,32505.27,586310.81,32505.27,586310.81,32505.27
35,2521,WEST DES MOINES,19.7103936768,1123507.66,143.615960629,50265,Polk,40968.95,5.23698708935,77116.19,9.85762367378,2015-01-05,2016-03-28,262949.18,114504.3,137.310276762,93.0929268293,5629.46,5.25429765013,4.57679674797,18070.26,9602.8,9.43616710183,7.80715447154,VODKA 80 PROOF,448,260,3887338.04,167286.94,56674297.4,1759117.6,9847759.32,290692.9
36,2522,SPIRIT LAKE,18.143923496,1095085.82,166.073069457,51360,Dickinson,33960.36,5.1501910828,75869.0,11.5057628147,2015-01-06,2016-03-29,164809.62,228359.79,133.991560976,161.727896601,6500.11,5.00754471545,4.60347733711,12473.01,15985.8,10.1406585366,11.321388102,VODKA 80 PROOF,448,260,2110384.71,67789.66,3725494.03,127806.73,2110384.71,67789.66
37,2523,CENTERVILLE,17.806421342,393293.53,95.4595946602,52544,Appanoose,19694.05,4.7801092233,26001.24,6.31098058252,2015-01-07,2016-03-30,60986.22,84821.16,69.9383256881,68.3490410959,4905.58,4.48255733945,3.95292506044,4659.07,8166.36,5.34297018349,6.58046736503,VODKA 80 PROOF,448,260,715261.9,34657.83,715261.9,34657.83,715261.9,34657.83
38,2524,DUBUQUE,18.9489865764,990127.21,147.472030086,52001,Dubuque,35589.81,5.30083556747,68392.98,10.1866219839,2015-01-07,2016-03-29,210690.45,114160.45,142.358412162,114.274724725,4407.63,5.28548648649,4.41204204204,14671.06,9055.92,9.91287837838,9.06498498498,VODKA 80 PROOF,447,260,4985592.6,183372.9,7827313.86,280946.98,7194743.68,256985.43
39,2527,DES MOINES,16.285718152,625872.53,127.833441585,50315,Polk,23021.04,4.70200980392,49558.19,10.1221793301,2015-01-05,2016-03-28,139068.33,123903.83,131.072884072,114.5137061,5443.96,4.70684260132,5.03138632163,11013.64,9390.41,10.3804335533,8.67875231054,VODKA 80 PROOF,448,260,2277367.09,88324.62,56674297.4,1759117.6,31942201.98,805300.56
40,2528,DES MOINES,18.1283078639,1003255.0,159.019654462,50315,Polk,30065.08,4.76542716754,68171.09,10.8053716912,2015-01-05,2016-03-28,209332.45,158730.84,126.561336155,113.704040115,7661.51,4.76940145103,5.48818767908,14369.07,11128.81,8.68746674728,7.9719269341,VODKA 80 PROOF,448,260,2277367.09,88324.62,56674297.4,1759117.6,31942201.98,805300.56
41,2529,CEDAR RAPIDS,14.7814636823,361772.46,75.6846150628,52405,Linn,19572.94,4.09475732218,34740.22,7.26782845188,2015-01-06,2016-03-29,75110.03,163230.56,77.1150205339,82.6483848101,9585.09,4.0148973306,4.85321012658,7363.28,11517.0,7.55983572895,5.83139240506,VODKA 80 PROOF,448,260,1978568.15,102334.25,20374018.21,739839.77,17588744.39,615993.64
42,2532,DES MOINES,14.6642978195,580537.29,131.165225938,50317,Polk,19043.9,4.30273384546,47241.87,10.6737166742,2015-01-05,2016-03-28,123291.57,146894.78,128.696837161,140.166774809,5979.79,4.16973903967,5.70590648855,10473.23,10705.56,10.9323903967,10.2152290076,VODKA 80 PROOF,448,434,3329069.73,146267.72,56674297.4,1759117.6,31942201.98,805300.56
43,2535,WEST DES MOINES,18.3473971403,668664.11,133.067484577,50265,Polk,26042.49,5.18258507463,45980.1,9.15026865672,2015-01-05,2016-03-28,157591.18,166352.24,150.516886342,96.8854047758,7843.27,5.06598853868,4.56800815376,11115.68,11460.79,10.61669532,6.67489225393,VODKA 80 PROOF,448,260,3887338.04,167286.94,56674297.4,1759117.6,9847759.32,290692.9
44,2536,PLEASANT HILL,20.7343159181,725057.12,118.222259905,50317,Polk,34495.07,5.6245018751,49837.23,8.1260769607,2015-01-07,2016-03-30,163684.93,340467.12,115.67839576,153.15659919,11362.27,5.82566784452,5.1112325686,11133.84,22853.15,7.86843816254,10.2803193882,VODKA 80 PROOF,448,260,3329069.73,146267.72,56674297.4,1759117.6,1158420.0,42198.66
45,2538,WATERLOO,20.2791900373,697528.24,94.1587796976,50702,Black Hawk,38777.67,5.23456668467,46496.65,6.27654562635,2015-01-05,2016-03-28,146850.63,102465.95,87.6197076372,64.4439937107,8206.7,5.38680787589,5.16144654088,9557.93,6678.13,5.7028221957,4.20008176101,VODKA 80 PROOF,448,260,4116099.34,114583.55,14795417.3,516859.32,9392561.98,278135.55
46,2539,IOWA FALLS,17.7802402326,638368.03,149.781330361,50126,Hardin,23418.62,5.49474894416,45515.31,10.6793312999,2015-01-05,2016-03-28,143950.01,215745.36,143.662684631,138.387017319,7183.33,5.33944111776,4.60765234124,10579.36,16462.76,10.558243513,10.5598203977,VODKA 80 PROOF,448,260,810646.38,28871.75,1691292.8,63431.82,810646.38,28871.75
47,2543,OTTUWMA,18.2600928444,644906.75,85.8502063365,52501,Wapello,34915.96,4.64802449414,44238.08,5.88898828541,2015-01-07,2016-03-30,136167.32,170613.44,86.2364281191,144.710296862,6000.19,4.61084863838,5.08921967769,9250.16,12178.99,5.85823939202,10.3299321459,VODKA 80 PROOF,448,260,2503886.06,111503.08,2628438.98,122891.33,644906.75,34915.96
48,2544,MARSHALLTOWN,17.7849300168,1378682.86,156.57954117,50158,Marshall,44454.79,5.04881203861,93703.49,10.6420772288,2015-01-06,2016-03-29,327066.21,40903.92,149.892855179,66.1875728155,2839.87,5.04319431714,4.59525889968,22521.25,3081.25,10.3213794684,4.98584142395,CANADIAN WHISKIES,448,260,2701240.14,97054.63,2766616.25,106604.1,2701240.14,97054.63
49,2545,IOWA CITY,20.3114411328,515158.78,71.8091413437,52245,Johnson,36977.44,5.15436855311,34123.16,4.75650404238,2015-01-07,2016-03-30,105869.94,90771.49,71.1491532258,107.932806183,4011.18,5.14533602151,4.76953626635,7339.32,7329.08,4.93233870968,8.71472057075,VODKA 80 PROOF,448,260,515158.78,36977.44,13020933.64,397720.78,9553555.84,296367.59
50,2548,ALTOONA,18.0601298364,1022127.41,141.236342407,50009,Polk,34417.61,4.75578416471,74156.7,10.246884068,2015-01-07,2016-03-30,176266.68,251652.77,119.179634888,114.180022686,10673.09,4.6584989858,4.84259981851,12976.71,18103.1,8.77397565923,8.2137477314,VODKA 80 PROOF,448,260,2155725.15,74901.38,56674297.4,1759117.6,2155725.15,74901.38
51,2549,INDIANOLA,17.2352657069,762262.69,147.041413966,50125,Warren,26098.07,5.03434992284,53355.55,10.292351466,2015-01-05,2016-03-28,176720.07,75837.53,150.017037351,111.362011747,3527.16,4.95519524618,5.17938325991,12695.42,5414.55,10.7770967742,7.95088105727,VODKA 80 PROOF,448,260,1421676.92,64223.49,1879416.31,76312.52,1421676.92,64223.49
52,2550,OSCEOLA,15.9724959749,197896.72,59.5178105263,50213,Clarke,15700.3,4.72189473684,14690.5,4.41819548872,2015-01-08,2016-03-31,44836.7,50434.54,53.7610311751,108.929892009,1918.78,4.74473621103,4.14423326134,3308.0,4523.9,3.96642685851,9.77084233261,CANADIAN WHISKIES,448,260,576097.19,24834.34,576097.19,24834.34,576097.19,24834.34
53,2551,CHARITON,17.6782035367,362538.52,97.6929452978,50049,Lucas,18757.23,5.05449474535,26353.1,7.10134734573,2015-01-07,2016-03-30,65830.25,141065.49,87.4239707835,148.646459431,4827.79,5.14487383798,5.08723919916,4754.69,9967.09,6.31432934927,10.5027291886,VODKA 80 PROOF,448,260,362538.52,18757.23,362538.52,18757.23,362538.52,18757.23
54,2552,CEDAR RAPIDS,19.3693371336,1096133.94,108.388602788,52404,Linn,51810.63,5.12317116583,80986.9,8.00819736972,2015-01-06,2016-03-29,228680.53,90711.6,91.7290533494,78.4024200519,5650.66,4.85467709587,4.88388936906,17402.33,7082.98,6.98047733654,6.12184961106,VODKA 80 PROOF,448,260,3141279.24,123987.84,20374018.21,739839.77,17588744.39,615993.64
55,2553,CRESTON,16.3699829288,311487.59,105.267857384,50801,Union,15087.42,5.098823927,23057.89,7.79246029064,2015-01-06,2016-03-29,73810.68,155213.32,95.3626356589,154.903512974,5216.55,4.98148578811,5.20613772455,5566.93,10577.19,7.19241602067,10.5560778443,CANADIAN WHISKIES,448,260,917071.31,43609.18,917071.31,43609.18,917071.31,43609.18
56,2554,DAVENPORT,11.7317312817,226665.12,119.675353749,52802,Scott,7398.45,3.90625659979,21079.05,11.1293822598,2015-01-05,2016-03-28,54655.98,24206.67,121.188425721,92.391870229,1264.86,3.82977827051,4.82770992366,5094.9,1981.0,11.2968957871,7.56106870229,VODKA 80 PROOF,448,434,752028.11,33861.95,18119679.48,576046.2,12617653.19,380143.64
57,2555,KEOKUK,18.0717866968,707265.91,136.564184205,52632,Lee,25539.17,4.93129368604,48415.76,9.34847653987,2015-01-05,2016-03-28,156056.28,216828.85,119.036064073,119.399146476,9417.39,4.86823798627,5.18578744493,10901.76,15055.33,8.31560640732,8.29037995595,VODKA 80 PROOF,448,260,2289324.97,68234.15,3508198.61,124952.03,2289324.97,68234.15
58,2556,ESTHERVILLE,18.2086395686,413470.04,84.4850919493,51334,Emmet,25662.62,5.24369023294,30895.85,6.31300572129,2015-01-06,2016-03-29,80923.05,323247.59,82.3225330621,128.272853175,13276.81,5.37606307223,5.26857539683,5735.75,20311.36,5.83494404883,8.06006349206,CANADIAN WHISKIES,448,260,552434.85,29963.83,552434.85,29963.83,552434.85,29963.83
59,2558,MOUNT PLEASANT,18.1261096155,696512.74,164.894114583,52641,Henry,22395.96,5.30207386364,49106.56,11.6256060606,2015-01-05,2016-03-28,167606.75,94096.75,169.299747475,183.782714844,2290.01,5.20275757576,4.47267578125,12488.32,8215.0,12.6144646465,16.044921875,VODKA 80 PROOF,448,260,1043728.14,40892.23,1043728.14,40892.23,772444.2,32939.7
60,2559,ALBIA,16.3551482059,111354.74,86.8601716069,52531,Monroe,6266.23,4.8878549142,8530.95,6.65440717629,2015-01-07,2016-03-30,25575.88,117323.64,81.1932698413,142.903337393,3867.44,5.06685714286,4.7106455542,1975.75,8938.48,6.27222222222,10.8873081608,VODKA 80 PROOF,448,260,298631.19,13995.34,298631.19,13995.34,298631.19,13995.34
61,2560,MARION,18.3927713495,1001065.06,117.001526414,52302,Linn,47439.5,5.5445885928,67865.92,7.93196820944,2015-01-05,2016-03-28,211902.95,166125.49,109.908169087,61.6649925761,13180.73,5.03824688797,4.89262435041,15312.92,12640.45,7.94238589212,4.69207498144,VODKA 80 PROOF,448,260,1949157.26,83511.0,20374018.21,739839.77,2160219.49,91120.1
62,2561,DES MOINES,21.3050584328,1423693.53,139.742199647,50321,Polk,55871.51,5.48405084413,91736.3,9.00434825285,2015-01-08,2016-03-31,312502.67,72311.26,130.372411348,99.1924005487,3207.78,5.19874009178,4.40024691358,20693.8,5265.6,8.63320817689,7.22304526749,VODKA 80 PROOF,448,260,1487348.62,61203.49,56674297.4,1759117.6,31942201.98,805300.56
63,2562,FORT DODGE,13.82515175,386385.34,170.439056021,50501,Webster,10521.24,4.64104102338,32734.2,14.4394353772,2015-01-06,2016-03-29,85217.68,99860.19,155.223460838,58.1258381839,7144.89,4.67704918033,4.15884167637,7577.71,8168.85,13.8027504554,4.75486030268,VODKA 80 PROOF,448,260,3387512.63,108707.05,2995026.97,102943.32,3387512.63,108707.05
64,2564,WATERLOO,15.7827455447,472882.25,138.229245835,50701,Black Hawk,16545.83,4.83654779304,37670.48,11.0115404852,2015-01-08,2016-03-31,89525.66,68722.85,132.630607407,85.6893391521,3279.73,4.74804444444,4.08943890274,7221.8,6049.84,10.698962963,7.54344139651,VODKA 80 PROOF,448,260,1773594.68,75034.69,14795417.3,516859.32,9392561.98,278135.55
65,2565,SPENCER,18.4579088249,772608.13,76.3522215634,51301,Clay,50823.09,5.0225407649,57920.1,5.72389564186,2015-01-06,2016-03-29,176252.03,95295.75,81.3721283472,64.0859112307,7131.71,5.01734995383,4.79603900471,13210.5,6988.34,6.09903047091,4.69962340282,CANADIAN WHISKIES,448,260,1501221.15,74596.32,1501221.15,74596.32,1501221.15,74596.32
66,2566,KNOXVILLE,17.988215663,359507.28,109.639304666,50138,Marion,14803.66,4.5146874047,25508.11,7.77923452272,2015-01-07,2016-03-30,68258.49,208385.15,116.681179487,175.852447257,6160.74,4.54608547009,5.19893670886,5309.79,15589.4,9.07656410256,13.1556118143,VODKA 80 PROOF,448,260,812091.66,50165.82,1944338.73,99639.37,812091.66,50165.82
67,2567,DAVENPORT,15.4103840221,463904.08,59.7275756405,52806,Scott,32453.76,4.17841637698,36964.58,4.75918372602,2015-01-08,2016-03-31,88008.31,233363.21,50.8718554913,63.9701781798,18441.99,4.14760115607,5.05537006579,7023.41,16241.08,4.05977456647,4.4520504386,VODKA 80 PROOF,448,260,1679880.79,82225.87,18119679.48,576046.2,12617653.19,380143.64
68,2568,CEDAR RAPIDS,15.0581161902,278515.69,87.0089628241,52402,Linn,12907.57,4.0323555139,24922.56,7.78586691659,2015-01-07,2016-03-30,67219.54,267222.96,89.2689774236,127.309652215,11892.71,4.03775564409,5.66589328252,5762.98,19018.78,7.65335989376,9.06087660791,VODKA 80 PROOF,448,260,8042587.07,221082.75,20374018.21,739839.77,17588744.39,615993.64
69,2569,CEDAR RAPIDS,16.9281007088,434542.49,67.8866567724,52402,Linn,31629.38,4.94131854398,32228.98,5.03499140759,2015-01-05,2016-03-28,100722.77,57970.57,74.5542339008,116.173486974,2321.43,4.91774981495,4.65216432866,7522.48,4703.35,5.56808290155,9.4255511022,VODKA 80 PROOF,448,260,8042587.07,221082.75,20374018.21,739839.77,17588744.39,615993.64
70,2571,WATERLOO,17.4240244168,850202.81,176.244363599,50703,Black Hawk,24640.16,5.10782752902,56376.26,11.6866210614,2015-01-08,2016-03-31,147242.83,106210.4,145.496867589,64.2920096852,8513.18,5.06398221344,5.1532566586,10307.22,7994.06,10.185,4.83901937046,VODKA 80 PROOF,448,260,3362183.89,82463.71,14795417.3,516859.32,9392561.98,278135.55
