,Store Number,City,retailpriceperliter mean,Sale (Dollars) sum,Sale (Dollars) mean,Zip Code,County,grossprofit sum,grossprofit mean,Volume Sold (Liters) sum,Volume Sold (Liters) mean,First Date,Last Date
1096,4997,DES MOINES,16.9289027596,58404.5,126.966304348,50309,Polk,1812.0,3.93913043478,4967.4,10.7986956522,2015-01-07,2016-03-30
1098,4999,CLARKSVILLE,14.5724942396,4721.28,76.1496774194,50619,Butler,238.68,3.84967741935,432.79,6.98048387097,2015-01-06,2016-03-29
1099,5000,NEVADA,15.04,4933.44,126.498461538,50201,Story,142.86,3.66307692308,353.1,9.05384615385,2015-01-05,2016-03-28
1100,5001,INDEPENDENCE,18.404432412,40853.29,54.616697861,50644,Buchanan,3301.27,4.41346256684,3306.11,4.41993315508,2015-01-08,2016-03-31
1102,5004,IDA GROVE,12.7103953279,26642.94,167.565660377,51445,Ida,739.91,4.65352201258,2391.0,15.0377358491,2015-01-07,2016-03-30
1117,5022,WEST DES MOINES,17.054858036,18955.27,89.8354028436,50265,Polk,894.72,4.24037914692,1227.0,5.81516587678,2015-01-05,2016-03-28
1118,5023,CEDAR RAPIDS,15.89,5633.64,144.452307692,52404,Linn,61.68,1.58153846154,397.6,10.1948717949,2015-01-08,2016-03-31
1123,5029,DAVENPORT,26.6421483335,75697.19,135.901597846,52806,Scott,3221.31,5.78332136445,3880.0,6.96588868941,2015-01-08,2016-03-31
1125,5034,MASON CITY,17.5191367023,40090.32,90.907755102,50401,Cerro Gordo,1779.9,4.03605442177,2913.29,6.60609977324,2015-01-05,2016-03-21
1127,5037,JEFFERSON,17.0399030101,15089.24,51.3239455782,50129,Greene,1752.07,5.95942176871,965.49,3.28397959184,2015-01-06,2016-03-29
1128,5039,SOLON,14.5950819672,7301.04,119.689180328,52333,Johnson,210.8,3.45573770492,612.15,10.0352459016,2015-01-07,2016-03-30
1130,5041,MONTEZUMA,14.483968254,9035.92,125.498888889,50171,Poweshiek,269.63,3.74486111111,741.4,10.2972222222,2015-01-05,2016-03-28
1131,5042,DUBUQUE,24.2930094271,25327.22,128.564568528,52001,Dubuque,873.23,4.43263959391,1169.0,5.93401015228,2015-01-05,2016-03-21
1132,5043,WATERLOO,18.7049680511,28721.75,91.7627795527,50702,Black Hawk,974.75,3.1142172524,1970.68,6.29610223642,2015-01-07,2016-03-30
1136,5047,CEDAR RAPIDS,22.5494047619,1890.72,118.17,52402,Linn,107.16,6.6975,88.5,5.53125,2015-01-07,2016-03-30
1137,5048,ROLFE,16.7707596372,8012.0,95.380952381,50581,Pocahontas,469.35,5.5875,536.5,6.3869047619,2015-01-08,2016-03-31
1138,5050,CARLISLE,14.0895296452,46330.0,113.553921569,50047,Warren,1715.77,4.20531862745,4180.45,10.2462009804,2015-01-08,2016-03-31
1141,5054,MANCHESTER,17.4512781642,111161.7,138.778651685,52087,Delaware,4143.54,5.1729588015,8153.6,10.1792759051,2015-01-05,2016-03-28
1142,5055,LATIMER,12.3714592934,4586.14,147.94,50452,Franklin,146.41,4.72290322581,417.5,13.4677419355,2015-01-05,2016-03-28
1144,5058,Urbandale,16.617751497,7757.97,94.6093902439,50323,Polk,362.88,4.42536585366,490.25,5.97865853659,2015-01-05,2016-03-31
1145,5059,HUMESTON,15.9079155925,3706.44,63.904137931,50123,Wayne,219.28,3.78068965517,275.13,4.74362068966,2015-01-05,2016-03-28
1146,5060,IOWA CITY,18.4902011949,18664.55,68.8728782288,52240,Johnson,1065.45,3.9315498155,1229.62,4.53734317343,2015-01-07,2016-03-30
1147,5061,CEDAR RAPIDS,15.0991025641,7258.76,139.591538462,52404,Linn,170.38,3.27653846154,566.85,10.9009615385,2015-01-05,2016-03-28
1148,5062,MONTROSE,15.070577381,2508.15,62.70375,52639,Lee,132.89,3.32225,194.92,4.873,2015-01-07,2016-03-30
1151,5065,SIOUX CITY,18.9461310208,7429.04,35.3763809524,51106,Woodbury,757.85,3.60880952381,483.9,2.30428571429,2015-01-06,2016-03-29
1157,5071,DURANT,15.1163278756,17237.27,29.5665008576,52747,Cedar,2396.81,4.11116638079,1447.51,2.482864494,2015-01-05,2016-03-28
1159,5073,CEDAR RAPIDS,17.5520663265,16773.48,149.763214286,52404,Linn,513.38,4.58375,1098.6,9.80892857143,2015-01-06,2016-03-29
1160,5074,CEDAR RAPIDS,30.08,7666.29,85.181,52402,Linn,643.51,7.15011111111,297.25,3.30277777778,2015-01-08,2016-03-24
1161,5075,NEW SHARON,16.529077381,9689.68,121.121,50207,Mahaska,371.33,4.641625,748.0,9.35,2015-01-08,2016-03-31
1162,5076,SIOUX CITY,20.8231576918,9062.06,135.254626866,51106,Woodbury,235.89,3.52074626866,479.55,7.15746268657,2015-01-07,2016-03-30
1166,5080,SPENCER,13.9106436546,43836.87,104.872894737,51301,Clay,1847.4,4.41961722488,3916.29,9.36911483254,2015-01-05,2016-03-28
1169,5083,SIOUX CITY,18.0280079365,10365.34,86.3778333333,51104,Woodbury,457.88,3.81566666667,720.4,6.00333333333,2015-01-08,2016-03-31
1170,5086,SIOUX CITY,17.96875,20005.5,125.034375,51106,Woodbury,611.75,3.8234375,1340.65,8.3790625,2015-01-07,2016-03-30
1173,5089,MISSOURI VALLEY,18.7913180055,9513.68,44.8758490566,51555,Harrison,797.23,3.76051886792,635.36,2.99698113208,2015-01-05,2016-03-28
1174,5090,MUSCATINE,16.4096404276,6542.92,66.7644897959,52761,Muscatine,391.53,3.99520408163,447.66,4.56795918367,2015-01-07,2016-03-30
1175,5091,MUSCATINE,16.7220425329,8936.59,42.1537264151,52761,Muscatine,806.5,3.80424528302,683.79,3.2254245283,2015-01-07,2016-03-30
1176,5092,WEST DES MOINES,17.7165437689,12133.13,58.3323557692,50265,Polk,848.14,4.07759615385,806.93,3.87947115385,2015-01-06,2016-03-29
1178,5095,CARTER LAKE,15.2957471264,4093.88,141.168275862,51510,Pottawattamie,129.08,4.45103448276,268.1,9.24482758621,2015-01-07,2016-03-30
1181,5098,DES MOINES,20.1079894958,23991.48,101.229873418,50311,Polk,747.23,3.15286919831,1470.78,6.20582278481,2015-01-07,2016-03-30
1182,5099,ANKENY,16.3595571429,6454.59,86.0612,50023,Polk,310.16,4.13546666667,500.55,6.674,2015-01-08,2016-03-31
1183,5100,DAVENPORT,20.5464694323,31055.1,120.836964981,52802,Scott,887.18,3.45206225681,1833.51,7.13428015564,2015-01-06,2016-03-31
1186,5103,MUSCATINE,18.384008587,5216.57,42.7587704918,52761,Muscatine,536.38,4.39655737705,296.55,2.43073770492,2015-01-07,2016-03-30
1187,5104,ARNOLD'S PARK,17.0652869516,4554.12,28.8235443038,51331,Dickinson,815.14,5.15911392405,289.33,1.83120253165,2015-01-05,2016-03-28
1191,5108,BETTENDORF,19.9117578321,18294.74,65.3383571429,52722,Scott,1244.65,4.44517857143,1390.66,4.96664285714,2015-01-05,2016-03-28
1196,5113,WATERLOO,21.5300776105,26766.06,88.3368316832,50703,Black Hawk,1032.73,3.40834983498,1666.55,5.5001650165,2015-01-07,2016-03-30
1197,5114,MISSOURI VALLEY,18.1372857143,4472.34,111.8085,51555,Harrison,153.03,3.82575,304.6,7.615,2015-01-07,2016-03-23
1198,5115,MANLY,14.5106751055,6862.3,86.864556962,50456,Worth,310.04,3.92455696203,534.75,6.76898734177,2015-01-08,2016-03-31
1203,5120,MAPLETON,18.9461831276,7106.2,87.7308641975,51034,Monona,346.5,4.27777777778,421.41,5.20259259259,2015-01-08,2016-03-31
1206,5124,JOHNSTON,15.600805351,71373.0,147.160824742,50131,Polk,2514.52,5.18457731959,4988.35,10.285257732,2015-01-08,2016-03-31
1209,5127,DES MOINES,15.8073782352,134635.66,192.062282454,50312,Polk,3490.44,4.9792296719,9343.45,13.3287446505,2015-01-05,2016-03-21
1211,5129,DES MOINES,12.9637620675,65322.64,148.798724374,50321,Polk,1930.16,4.39671981777,5630.7,12.8261958998,2015-01-07,2016-03-29
1212,5130,DAVENPORT,25.6691666667,4474.96,279.685,52801,Scott,102.71,6.419375,186.0,11.625,2015-01-08,2016-03-31
1214,5132,DES MOINES,20.2748456215,26338.47,38.9046824225,50315,Polk,2760.49,4.07753323486,1727.94,2.55234859675,2015-01-07,2016-03-23
1218,5137,DES MOINES,17.4425050444,5669.32,48.0450847458,50313,Polk,391.93,3.32144067797,428.01,3.62720338983,2015-01-07,2016-03-30
1219,5138,KELLOGG,19.143256756,8447.68,36.7290434783,50135,Jasper,997.56,4.3372173913,599.49,2.60647826087,2015-01-07,2016-03-30
1220,5140,CHEROKEE,15.2205902256,49973.5,131.509210526,51012,Cherokee,1832.81,4.82318421053,3811.25,10.0296052632,2015-01-06,2016-03-29
1222,5142,CEDAR RAPIDS,21.8990262157,31527.81,43.3074313187,52303,Linn,2636.74,3.6218956044,1931.5,2.65315934066,2015-01-05,2016-03-28
1225,5146,WEST DES MOINES,15.5962380952,56125.26,233.85525,50265,Polk,1173.27,4.888625,4812.0,20.05,2015-01-05,2016-03-28
1231,5152,WATERLOO,17.7456944444,2066.02,86.0841666667,50702,Black Hawk,76.95,3.20625,135.05,5.62708333333,2015-01-08,2016-03-31
1232,5153,INWOOD,18.8693339993,7888.39,55.1635664336,51240,Lyon,761.7,5.32657342657,563.15,3.93811188811,2015-01-07,2016-03-30
1233,5154,LAKE PARK,12.5018095238,8252.16,150.039272727,51347,Dickinson,237.48,4.31781818182,730.5,13.2818181818,2015-01-07,2016-03-30
1235,5156,LE CLAIRE,12.3064021164,715.4,79.4888888889,52753,Scott,31.27,3.47444444444,69.75,7.75,2015-01-07,2016-03-30
1236,5157,MANSON,15.0160352891,12824.75,114.506696429,50563,Calhoun,513.2,4.58214285714,1034.52,9.23678571429,2015-01-06,2016-03-29
1239,5162,URBANDALE,20.7213467723,56272.37,45.7498943089,50322,Polk,6185.11,5.02854471545,3436.63,2.79400813008,2015-01-05,2016-03-28
1241,5164,COUNCIL BLUFFS,19.9370114943,13594.77,156.261724138,51501,Pottawattamie,303.72,3.49103448276,718.4,8.25747126437,2015-01-07,2016-03-23
1248,5172,CEDAR RAPIDS,22.4572897524,55311.94,63.6501035673,52404,Linn,3684.68,4.24013808976,2904.27,3.34208285386,2015-01-06,2016-03-29
