,Store Number,City,retailpriceperliter mean,Sale (Dollars) sum,Sale (Dollars) mean,Zip Code,County,grossprofit sum,grossprofit mean,Volume Sold (Liters) sum,Volume Sold (Liters) mean,First Date,Last Date
21,2459,GUTHRIE CENTER,14.3672805125,15983.98,73.6588940092,50115,Guthrie,917.17,4.22658986175,1352.49,6.23267281106,2015-01-05,2016-03-28
23,2465,DUBUQUE,20.01476445,62988.17,61.0942483026,52003,Dubuque,5916.27,5.73838021339,4065.28,3.94304558681,2015-01-07,2016-03-29
24,2475,WEST BEND,16.180384097,29637.75,139.800707547,50597,Kossuth,1184.17,5.58570754717,2399.31,11.3175,2015-01-06,2016-03-29
25,2478,ALTOONA,21.9833766234,48759.71,211.080995671,50009,Polk,1480.63,6.40965367965,2624.5,11.3614718615,2015-01-05,2016-03-28
27,2498,ARLINGTON,12.8542937701,5577.61,41.9369172932,50606,Fayette,455.98,3.42842105263,530.14,3.98601503759,2015-01-05,2016-03-21
28,2500,AMES,18.7979629635,310035.66,105.346809378,50010,Story,14848.45,5.04534488617,21393.12,7.26915392457,2015-01-07,2016-03-30
29,2501,AMES,19.3379988701,310718.21,106.849453232,50010,Story,14958.58,5.14394085282,21193.15,7.28787826685,2015-01-07,2016-03-30
30,2502,ANKENY,19.3114434247,258284.84,160.325785227,50021,Polk,8637.5,5.36157666046,18150.13,11.2663749224,2015-01-07,2016-03-30
31,2505,BOONE,16.3466326682,150049.71,113.330596677,50036,Boone,6000.0,4.53172205438,11513.64,8.69610271903,2015-01-07,2016-03-30
32,2506,BURLINGTON,19.2095376209,309568.16,152.496630542,52601,Des Moines,11237.57,5.53574876847,20738.22,10.2158719212,2015-01-05,2016-03-28
33,2507,BURLINGTON,14.2524477568,66468.32,83.2936340852,52601,Des Moines,3057.75,3.83176691729,5716.95,7.16409774436,2015-01-05,2016-03-28
34,2508,CEDAR RAPIDS,18.5527115761,321983.24,173.763216406,52405,Linn,9906.97,5.34644900162,23531.03,12.6988828926,2015-01-06,2016-03-29
35,2509,CEDAR RAPIDS,15.1545197023,115531.13,124.763639309,52404,Linn,4152.18,4.48399568035,10394.16,11.2247948164,2015-01-06,2016-03-29
36,2512,IOWA CITY,19.6187792473,926282.32,255.174192837,52240,Johnson,19717.72,5.43187878788,58593.42,16.1414380165,2015-01-05,2016-03-30
37,2513,IOWA CITY,16.6457056672,157981.2,107.616621253,52240,Johnson,6633.96,4.51904632153,10885.03,7.41487057221,2015-01-07,2016-03-30
38,2514,MARION,13.5988822137,51078.36,87.6129674099,50129,Linn,2072.9,3.55557461407,5611.85,9.62581475129,2015-01-05,2016-03-28
39,2515,MASON CITY,18.2740980203,272703.74,94.5574687933,50401,Cerro Gordo,15069.73,5.22528779473,20110.86,6.97325242718,2015-01-08,2016-03-31
40,2517,NEWTON,17.2098549408,180760.93,82.8039074668,50208,Jasper,10346.73,4.73968392121,14022.69,6.42358680715,2015-01-05,2016-03-28
41,2518,RED OAK,19.3833724307,72185.66,95.6101456954,51566,Montgomery,3843.98,5.09136423841,5685.27,7.5301589404,2015-01-06,2016-03-29
42,2521,WEST DES MOINES,19.4281435582,262949.18,137.310276762,50265,Polk,10061.98,5.25429765013,18070.26,9.43616710183,2015-01-05,2016-03-28
43,2522,SPIRIT LAKE,17.5529662214,164809.62,133.991560976,51360,Dickinson,6159.28,5.00754471545,12473.01,10.1406585366,2015-01-06,2016-03-29
44,2523,CENTERVILLE,17.0859285091,60986.22,69.9383256881,52544,Appanoose,3908.79,4.48255733945,4659.07,5.34297018349,2015-01-07,2016-03-30
45,2524,DUBUQUE,18.771901569,210690.45,142.358412162,52001,Dubuque,7822.52,5.28548648649,14671.06,9.91287837838,2015-01-07,2016-03-29
46,2527,DES MOINES,16.4530196131,139068.33,131.072884072,50315,Polk,4993.96,4.70684260132,11013.64,10.3804335533,2015-01-05,2016-03-28
47,2528,DES MOINES,17.4375625468,209332.45,126.561336155,50315,Polk,7888.59,4.76940145103,14369.07,8.68746674728,2015-01-05,2016-03-28
48,2529,CEDAR RAPIDS,14.8049495472,75110.03,77.1150205339,52405,Linn,3910.51,4.0148973306,7363.28,7.55983572895,2015-01-06,2016-03-29
49,2532,DES MOINES,14.2023529989,123291.57,128.696837161,50317,Polk,3994.61,4.16973903967,10473.23,10.9323903967,2015-01-05,2016-03-28
50,2535,WEST DES MOINES,18.3696682384,157591.18,150.516886342,50265,Polk,5304.09,5.06598853868,11115.68,10.61669532,2015-01-05,2016-03-28
51,2536,PLEASANT HILL,21.633825845,163684.93,115.67839576,50317,Polk,8243.32,5.82566784452,11133.84,7.86843816254,2015-01-07,2016-03-30
52,2538,WATERLOO,20.564023617,146850.63,87.6197076372,50702,Black Hawk,9028.29,5.38680787589,9557.93,5.7028221957,2015-01-05,2016-03-28
53,2539,IOWA FALLS,17.5321477346,143950.01,143.662684631,50126,Hardin,5350.12,5.33944111776,10579.36,10.558243513,2015-01-05,2016-03-28
54,2543,OTTUWMA,17.8524540302,136167.32,86.2364281191,52501,Wapello,7280.53,4.61084863838,9250.16,5.85823939202,2015-01-07,2016-03-30
55,2544,MARSHALLTOWN,17.6819389704,327066.21,149.892855179,50158,Marshall,11004.25,5.04319431714,22521.25,10.3213794684,2015-01-06,2016-03-29
56,2545,IOWA CITY,20.3378599009,105869.94,71.1491532258,52245,Johnson,7656.26,5.14533602151,7339.32,4.93233870968,2015-01-07,2016-03-30
57,2548,ALTOONA,17.7138787022,176266.68,119.179634888,50009,Polk,6889.92,4.6584989858,12976.71,8.77397565923,2015-01-07,2016-03-30
58,2549,INDIANOLA,17.0331625328,176720.07,150.017037351,50125,Warren,5837.22,4.95519524618,12695.42,10.7770967742,2015-01-05,2016-03-28
59,2550,OSCEOLA,16.0291389745,44836.7,53.7610311751,50213,Clarke,3957.11,4.74473621103,3308.0,3.96642685851,2015-01-08,2016-03-31
60,2551,CHARITON,17.4608968954,65830.25,87.4239707835,50049,Lucas,3874.09,5.14487383798,4754.69,6.31432934927,2015-01-07,2016-03-30
61,2552,CEDAR RAPIDS,18.227924047,228680.53,91.7290533494,52404,Linn,12102.71,4.85467709587,17402.33,6.98047733654,2015-01-06,2016-03-29
62,2553,CRESTON,16.1357742548,73810.68,95.3626356589,50801,Union,3855.67,4.98148578811,5566.93,7.19241602067,2015-01-06,2016-03-29
63,2554,DAVENPORT,11.7406567416,54655.98,121.188425721,52802,Scott,1727.23,3.82977827051,5094.9,11.2968957871,2015-01-05,2016-03-28
64,2555,KEOKUK,18.0167693635,156056.28,119.036064073,52632,Lee,6382.26,4.86823798627,10901.76,8.31560640732,2015-01-05,2016-03-28
65,2556,ESTHERVILLE,19.0379525875,80923.05,82.3225330621,51334,Emmet,5284.67,5.37606307223,5735.75,5.83494404883,2015-01-06,2016-03-29
66,2558,MOUNT PLEASANT,17.5818336493,167606.75,169.299747475,52641,Henry,5150.73,5.20275757576,12488.32,12.6144646465,2015-01-05,2016-03-28
67,2559,ALBIA,16.9319984883,25575.88,81.1932698413,52531,Monroe,1596.06,5.06685714286,1975.75,6.27222222222,2015-01-07,2016-03-30
68,2560,MARION,17.8567478018,211902.95,109.908169087,52302,Linn,9713.74,5.03824688797,15312.92,7.94238589212,2015-01-05,2016-03-28
69,2561,DES MOINES,20.0422122917,312502.67,130.372411348,50321,Polk,12461.38,5.19874009178,20693.8,8.63320817689,2015-01-08,2016-03-31
70,2562,FORT DODGE,13.6128035823,85217.68,155.223460838,50501,Webster,2567.7,4.67704918033,7577.71,13.8027504554,2015-01-06,2016-03-29
71,2564,WATERLOO,15.2641844797,89525.66,132.630607407,50701,Black Hawk,3204.93,4.74804444444,7221.8,10.698962963,2015-01-08,2016-03-31
72,2565,SPENCER,18.0033925989,176252.03,81.3721283472,51301,Clay,10867.58,5.01734995383,13210.5,6.09903047091,2015-01-06,2016-03-29
73,2566,KNOXVILLE,18.0434324379,68258.49,116.681179487,50138,Marion,2659.46,4.54608547009,5309.79,9.07656410256,2015-01-07,2016-03-30
74,2567,DAVENPORT,15.2365265574,88008.31,50.8718554913,52806,Scott,7175.35,4.14760115607,7023.41,4.05977456647,2015-01-08,2016-03-31
75,2568,CEDAR RAPIDS,15.4563152569,67219.54,89.2689774236,52402,Linn,3040.43,4.03775564409,5762.98,7.65335989376,2015-01-07,2016-03-30
76,2569,CEDAR RAPIDS,16.9588959631,100722.77,74.5542339008,52402,Linn,6643.88,4.91774981495,7522.48,5.56808290155,2015-01-05,2016-03-28
77,2571,WATERLOO,17.4628761999,147242.83,145.496867589,50703,Black Hawk,5124.75,5.06398221344,10307.22,10.185,2015-01-08,2016-03-31
78,2572,CEDAR FALLS,18.9312926588,227702.34,85.3457046477,50613,Black Hawk,13271.58,4.97435532234,15186.53,5.69210269865,2015-01-07,2016-03-30
79,2573,MUSCATINE,20.0636631414,286728.0,145.105263158,52761,Muscatine,11220.69,5.67848684211,20060.24,10.1519433198,2015-01-05,2016-03-28
80,2575,WATERLOO,16.2614494859,59531.82,82.4540443213,50702,Black Hawk,3473.74,4.81127423823,4528.03,6.27150969529,2015-01-06,2016-03-29
81,2576,STORM LAKE,18.4258576405,122670.38,83.5629291553,50588,Buena Vista,7900.43,5.38176430518,9404.21,6.40613760218,2015-01-07,2016-03-30
82,2578,CHARLES CITY,15.9136937705,156513.07,146.685164011,50616,Floyd,5084.88,4.76558575445,11604.39,10.8757169634,2015-01-06,2016-03-29
83,2579,GRINNELL,15.9301784237,55538.11,137.811687345,50112,Poweshiek,2014.24,4.99811414392,3942.5,9.78287841191,2015-01-08,2016-03-31
84,2582,MASON CITY,16.4649930269,143498.37,108.464376417,50401,Cerro Gordo,6113.12,4.62065003779,11768.14,8.89504157218,2015-01-08,2016-03-31
85,2584,FORT MADISON,18.4764536221,84998.58,81.338354067,52627,Lee,5433.49,5.19951196172,5955.13,5.69868899522,2015-01-05,2016-03-28
86,2585,ALGONA,17.3317487881,138010.02,119.076807593,50511,Kossuth,5770.06,4.97848144953,10506.17,9.06485763589,2015-01-07,2016-03-30
87,2587,JOHNSTON,19.3276574584,146353.55,57.8472529644,50131,Polk,12937.1,5.11347826087,10028.4,3.9637944664,2015-01-08,2016-03-31
88,2588,CEDAR RAPIDS,19.4406601732,175475.49,129.693636364,52403,Linn,7329.05,5.41688839616,11626.23,8.59292682927,2015-01-05,2016-03-28
89,2590,CEDAR RAPIDS,19.6234448176,247681.41,96.9398864971,52402,Linn,12233.39,4.78801956947,17072.56,6.68201956947,2015-01-05,2016-03-28
90,2591,ATLANTIC,17.1683502702,130512.99,107.329761513,50022,Cass,5687.9,4.67754934211,9246.15,7.60374177632,2015-01-05,2016-03-28
91,2592,MARSHALLTOWN,15.5126707764,52054.1,102.468700787,50158,Marshall,2291.27,4.51037401575,4254.51,8.37501968504,2015-01-06,2016-03-29
92,2593,CARROLL,17.9268547826,332551.19,169.66897449,51401,Carroll,9545.31,4.87005612245,23407.36,11.9425306122,2015-01-08,2016-03-31
93,2594,SIOUX CITY,18.7756066998,135418.28,88.9154826001,51106,Woodbury,7744.81,5.08523309258,9380.36,6.15913328956,2015-01-07,2016-03-30
94,2595,DENISON,17.8005029673,162998.69,161.225212661,51442,Crawford,4606.08,4.55596439169,11885.25,11.7559347181,2015-01-08,2016-03-31
95,2596,OTTUMWA,14.8768488902,45612.45,58.1050318471,52501,Wapello,3151.83,4.01507006369,3554.47,4.52798726115,2015-01-07,2016-03-23
96,2597,CHEROKEE,15.1120733279,56995.82,162.381253561,51012,Cherokee,1699.99,4.84327635328,4550.74,12.9650712251,2015-01-06,2016-03-29
98,2600,OSKALOOSA,14.8563593276,39867.38,62.0021461897,52577,Mahaska,2834.47,4.40819595645,3246.25,5.04860031104,2015-01-07,2016-03-30
99,2601,FAIRFIELD,19.1794310196,133081.37,125.076475564,52556,Jefferson,5683.17,5.34132518797,9227.76,8.67270676692,2015-01-05,2016-03-28
100,2602,WEBSTER CITY,17.9736487202,108362.38,116.268648069,50595,Hamilton,4382.29,4.702027897,7919.95,8.49780042918,2015-01-06,2016-03-29
101,2603,BETTENDORF,20.4771624477,271021.94,119.550921923,52722,Scott,12658.41,5.58377150419,17239.54,7.60456109396,2015-01-07,2016-03-30
102,2604,LEMARS,19.3765519021,134589.33,103.450676403,51031,Plymouth,6562.61,5.04428132206,10274.31,7.89724058417,2015-01-06,2016-03-22
103,2605,CEDAR RAPIDS,18.5795599319,216171.01,133.769189356,52402,Linn,7881.33,4.87706064356,17013.1,10.5279084158,2015-01-05,2016-03-28
104,2606,HUMBOLDT,16.8775261024,104354.49,111.370853789,50548,Humboldt,4460.57,4.76048025614,7956.85,8.49183564568,2015-01-06,2016-03-29
105,2607,SHENANDOAH,18.0935984006,105046.24,116.45924612,51601,Page,4417.14,4.89705099778,7267.66,8.05727272727,2015-01-06,2016-03-29
106,2609,AMES,16.9881802721,13677.13,57.4669327731,50010,Story,1095.83,4.60432773109,1062.3,4.46344537815,2015-01-07,2016-03-30
107,2611,OTTUMWA,18.8964808697,89053.08,109.401818182,52501,Wapello,3856.15,4.73728501229,6458.3,7.93402948403,2015-01-07,2016-03-30
108,2612,PERRY,15.297294734,51427.05,71.6254178273,50220,Dallas,3278.03,4.56550139276,4146.5,5.77506963788,2015-01-08,2016-03-31
109,2613,COUNCIL BLUFFS,18.3171171692,264267.07,126.686035475,51501,Pottawattamie,10094.71,4.83926653883,17620.88,8.44720997124,2015-01-05,2016-03-28
110,2614,DAVENPORT,18.5529189235,294990.21,123.117783806,52807,Scott,12024.0,5.0183639399,20872.26,8.71129382304,2015-01-07,2016-03-30
111,2616,CLINTON,18.2767797966,358028.01,153.858190804,52732,Clinton,11845.26,5.09035668242,25891.99,11.1267683713,2015-01-08,2016-03-31
112,2618,CEDAR RAPIDS,16.1440370986,68077.3,105.54620155,52402,Linn,2688.51,4.16823255814,6181.92,9.58437209302,2015-01-05,2016-03-28
113,2619,WEST DES MOINES,20.6521810829,313345.86,141.91388587,50266,Polk,11355.1,5.14270833333,18726.05,8.4810009058,2015-01-06,2016-03-28
114,2620,WINDSOR HEIGHTS,18.5282158322,163324.44,57.5288622754,50311,Polk,14040.58,4.94560760831,11132.01,3.92110250088,2015-01-06,2016-03-29
115,2621,SIOUX CITY,18.3345813584,203099.8,143.432062147,51105,Woodbury,7113.44,5.02361581921,14808.05,10.4576624294,2015-01-07,2016-03-30
116,2622,IOWA CITY,17.2085586914,104044.33,87.6531844987,52240,Johnson,5978.94,5.03701769166,7173.0,6.04296545914,2015-01-07,2016-03-30
117,2623,SIOUX CITY,19.4245255319,202659.11,86.0913806287,51104,Woodbury,12149.88,5.16137638063,13152.7,5.58738317757,2015-01-07,2016-03-30
118,2624,DUBUQUE,18.727550977,192934.41,125.690169381,52002,Dubuque,7740.18,5.04246254072,14055.3,9.15654723127,2015-01-07,2016-03-29
119,2625,DAVENPORT,18.967715565,446704.21,239.776816962,52804,Scott,9810.47,5.26595276436,28704.92,15.4079012346,2015-01-07,2016-03-30
120,2626,DES MOINES,18.8067779272,205170.43,112.176287589,50311,Polk,8924.78,4.87959540733,14326.98,7.83323127392,2015-01-05,2016-03-31
121,2627,DES MOINES,18.0847423209,201246.92,127.938283535,50310,Polk,6477.83,4.11813731723,12677.33,8.0593324857,2015-01-05,2016-03-31
122,2628,ELDORA,13.658165972,36855.39,97.7596551724,50627,Hardin,1699.18,4.50710875332,3225.75,8.55636604775,2015-01-05,2016-03-28
123,2629,COUNCIL BLUFFS,19.7497444155,380612.47,148.040633995,51503,Pottawattamie,13903.32,5.40774795799,24890.98,9.68143912874,2015-01-06,2016-03-29
124,2630,WEST DES MOINES,16.1892916492,46509.65,136.391935484,50266,Polk,1701.34,4.98926686217,3701.25,10.8541055718,2015-01-05,2016-03-28
125,2633,DES MOINES,20.6711826427,2328835.62,521.225519248,50320,Polk,26860.26,6.0116965085,137442.25,30.7614704566,2015-01-05,2016-03-31
126,2635,DAVENPORT,20.7163438844,208389.88,131.975858138,52807,Scott,8859.77,5.61100063331,12359.86,7.82765041165,2015-01-08,2016-03-31
127,2636,DES MOINES,16.7774247031,145742.16,165.804505119,50317,Polk,4513.6,5.13492605233,10395.56,11.8265756542,2015-01-05,2016-03-30
129,2641,COUNCIL BLUFFS,18.822228128,62335.59,84.5801763908,51501,Pottawattamie,3379.8,4.58588873813,5628.23,7.63667571235,2015-01-06,2016-03-29
130,2642,PELLA,17.9168727859,138666.41,108.587635082,50219,Marion,6644.11,5.20290524667,9281.78,7.26842599843,2015-01-07,2016-03-30
131,2643,WATERLOO,21.2700268652,169061.07,106.194139447,50701,Black Hawk,9093.03,5.71170226131,10316.98,6.48051507538,2015-01-05,2016-03-28
132,2644,FORT DODGE,18.0702231302,280506.28,198.097655367,50501,Webster,7270.25,5.13435734463,19916.0,14.0649717514,2015-01-06,2016-03-29
133,2647,CEDAR RAPIDS,20.4801549789,223428.92,95.5232663531,52411,Linn,12935.63,5.53041043181,15107.65,6.45902094912,2015-01-05,2016-03-28
134,2648,WEST DES MOINES,22.445495877,361617.54,134.630506329,50265,Polk,15856.12,5.90324646314,21594.21,8.03954206999,2015-01-05,2016-03-28
135,2649,DUBUQUE,16.8608725658,134325.62,70.2539853556,52001,Dubuque,9773.03,5.11141736402,10332.26,5.40390167364,2015-01-07,2016-03-29
137,2651,WAVERLY,19.2049458459,185580.5,98.0351294242,50677,Bremer,10120.95,5.34651347068,13024.65,6.88042789223,2015-01-06,2016-03-29
138,2652,MASON CITY,17.9424077095,93901.53,112.862415865,50401,Cerro Gordo,4311.58,5.1821875,7440.47,8.94287259615,2015-01-08,2016-03-31
139,2653,WASHINGTON,18.7945756761,68438.51,80.9923195266,52353,Washington,4442.9,5.25786982249,4883.13,5.77885207101,2015-01-05,2016-03-28
140,2655,CLARINDA,15.5664914582,32698.19,92.3677683616,51632,Page,1692.66,4.78152542373,2484.98,7.01971751412,2015-01-06,2016-03-29
141,2656,CORNING,16.688106961,22829.66,61.3700537634,51632,Clayton,1841.16,4.94935483871,1635.34,4.39607526882,2015-01-06,2016-03-29
142,2657,BEDFORD,16.3772842611,13141.2,61.6957746479,50833,Taylor,994.64,4.6696713615,1009.77,4.74070422535,2015-01-06,2016-03-29
144,2660,SIOUX CENTER,16.1790931426,48441.46,73.5075265554,51250,Sioux,3196.71,4.85084977238,3256.75,4.94195751138,2015-01-06,2016-03-29
145,2661,SHELDON,16.7272860192,87115.74,101.415296857,51201,O'Brien,3936.13,4.58222351572,6705.91,7.80664726426,2015-01-06,2016-03-29
146,2662,MUSCATINE,17.1600118026,102794.01,88.5391989664,52761,Muscatine,4976.83,4.28667527993,8391.98,7.22823428079,2015-01-05,2016-03-28
147,2663,URBANDALE,21.4910230698,306947.29,176.609487917,50322,Polk,10489.81,6.03556386651,18363.08,10.5656386651,2015-01-07,2016-03-31
148,2665,WAUKEE,19.8496989734,225509.27,114.762987277,50263,Dallas,10426.39,5.30605089059,13743.46,6.99412722646,2015-01-05,2016-03-28
149,2666,ANKENY,23.0896341154,327298.91,135.191619166,50023,Polk,15157.91,6.26101197852,19392.15,8.00997521685,2015-01-05,2016-03-29
150,2667,SIOUX CITY,15.3893621124,27114.29,84.4681931464,51104,Woodbury,1547.65,4.82133956386,2170.7,6.76230529595,2015-01-07,2016-03-30
152,2669,CORYDON,15.3096332786,20378.73,78.0794252874,50060,Wayne,1429.67,5.47766283525,1540.1,5.90076628352,2015-01-07,2016-03-23
156,2806,CLINTON,15.7173474669,89327.88,109.202787286,52732,Clinton,3613.9,4.41797066015,6922.2,8.46234718826,2015-01-08,2016-03-31
157,2835,CEDAR FALLS,14.8767566644,20534.72,98.2522488038,50613,Black Hawk,1156.53,5.53363636364,1744.04,8.34468899522,2015-01-07,2016-03-30
159,2837,WATERLOO,12.6957609395,15987.52,108.023783784,50702,Black Hawk,662.05,4.47331081081,1574.1,10.6358108108,2015-01-05,2016-03-21
160,2838,DAVENPORT,13.2994602578,13518.07,101.63962406,52806,Scott,669.54,5.03413533835,1282.3,9.64135338346,2015-01-08,2016-03-31
161,2839,DAVENPORT,14.259459938,17574.68,165.798867925,52804,Scott,478.2,4.51132075472,2022.31,19.0783962264,2015-01-05,2016-03-28
162,2840,BETTENDORF,15.5024655096,24357.22,113.818785047,52722,Scott,1134.97,5.30359813084,2578.75,12.0502336449,2015-01-07,2016-03-30
163,2841,CEDAR RAPIDS,13.8953699634,29611.32,113.889692308,52403,Linn,1297.03,4.98857692308,2555.25,9.82788461538,2015-01-05,2016-03-21
164,2843,CEDAR RAPIDS,16.0064574242,18571.65,50.6039509537,52402,Linn,1852.44,5.04752043597,1631.12,4.44446866485,2015-01-06,2016-03-29
165,2844,IOWA CITY,13.509962708,18712.28,112.724578313,52240,Johnson,778.71,4.69102409639,1707.5,10.2861445783,2015-01-07,2016-03-30
167,2846,CEDAR RAPIDS,15.1360043643,19089.74,62.7951973684,52404,Linn,1516.1,4.98717105263,1645.41,5.41253289474,2015-01-07,2016-03-30
171,2850,DES MOINES,17.1217509158,11412.54,58.5258461538,50313,Polk,961.03,4.92835897436,859.2,4.40615384615,2015-01-07,2016-03-30
172,2851,FORT DODGE,12.2508683473,11228.97,110.087941176,50501,Webster,467.15,4.57990196078,1051.25,10.306372549,2015-01-06,2016-03-29
173,2852,DES MOINES,15.1362559524,17232.45,123.088928571,50310,Polk,732.22,5.23014285714,1292.95,9.23535714286,2015-01-07,2016-03-30
186,3045,BRITT,12.3064534471,21711.71,81.0138432836,50423,Hancock,1175.22,4.38514925373,2222.75,8.29384328358,2015-01-07,2016-03-30
187,3054,GRINNELL,20.9169606782,28128.95,60.8851731602,50112,Poweshiek,2727.15,5.90292207792,1795.27,3.88586580087,2015-01-08,2016-03-31
188,3056,CLARION,14.985600907,21803.2,74.1605442177,50525,Wright,1318.06,4.48319727891,1730.75,5.8869047619,2015-01-07,2016-03-30
189,3065,MONTEZUMA,12.9792565139,12517.29,59.0438207547,50171,Poweshiek,796.57,3.75740566038,1085.25,5.11910377358,2015-01-08,2016-03-31
190,3162,MUSCATINE,12.6813857433,53988.92,82.3001829268,52761,Muscatine,2652.59,4.04358231707,5008.5,7.63490853659,2015-01-06,2016-03-29
192,3385,CEDAR RAPIDS,18.3502033773,1082136.01,933.680767903,52402,Linn,6837.76,5.89970664366,72225.25,62.3168679896,2015-01-05,2016-03-28
193,3390,MILFORD,17.321641529,192089.46,140.828049853,51351,Dickinson,6992.24,5.12627565982,13797.37,10.1153739003,2015-01-07,2016-03-30
194,3393,RICEVILLE,14.0964543115,5574.99,75.3377027027,50466,Mitchell,361.39,4.88364864865,505.5,6.83108108108,2015-01-05,2016-03-28
195,3400,DES MOINES,17.1822188775,80241.27,128.798186196,50317,Polk,2499.78,4.01248796148,5197.68,8.34298555377,2015-01-06,2016-03-29
197,3417,MARENGO,13.0612956664,61977.54,81.9808730159,52301,Iowa,3275.02,4.33203703704,5628.5,7.44510582011,2015-01-05,2016-03-28
198,3420,WINDSOR HEIGHTS,19.2094064516,974164.88,1256.98694194,50311,Polk,4896.99,6.31869677419,64274.75,82.9351612903,2015-01-05,2016-03-28
199,3437,NORWALK,12.5623047383,41905.18,120.764207493,50211,Warren,1422.53,4.09951008646,3709.7,10.690778098,2015-01-07,2016-03-30
200,3440,DES MOINES,15.5257839848,8247.67,34.0812809917,50309,Polk,650.46,2.68785123967,780.56,3.22545454545,2015-01-06,2016-03-29
203,3451,DEWITT,14.0212517821,21651.03,129.646886228,52742,Clinton,755.4,4.52335329341,2122.5,12.7095808383,2015-01-06,2016-03-29
204,3456,CLEAR LAKE,17.5729346929,127495.18,85.6247011417,50428,Cerro Gordo,7284.54,4.89223640027,9061.53,6.08564808596,2015-01-07,2016-03-30
206,3465,PANORA,14.8775912088,21535.87,66.2642153846,50216,Guthrie,1519.73,4.67609230769,1931.5,5.94307692308,2015-01-08,2016-03-31
207,3477,COUNCIL BLUFFS,15.9950969067,276096.18,744.194555256,51501,Pottawattamie,2163.07,5.83037735849,19497.0,52.5525606469,2015-01-05,2016-03-28
208,3484,MARCUS,13.5436216558,8506.79,69.1608943089,51035,Cherokee,542.05,4.40691056911,699.38,5.68601626016,2015-01-05,2016-03-21
209,3488,BELLEVUE,14.2072235023,49163.01,132.158629032,52031,Jackson,1834.79,4.9322311828,3700.25,9.94690860215,2015-01-06,2016-03-29
210,3494,WATERLOO,16.2738621639,434110.57,738.283282313,50702,Black Hawk,3268.98,5.55948979592,33442.25,56.8745748299,2015-01-06,2016-03-29
211,3495,MONTICELLO,15.0736084883,73789.38,34.3846132339,52310,Jones,9619.22,4.48239515377,5784.52,2.69548928239,2015-01-05,2016-03-28
212,3514,FORT DODGE,17.9524398737,88006.84,112.829282051,50501,Webster,4223.3,5.41448717949,5805.06,7.44238461538,2015-01-05,2016-03-28
213,3521,COUNCIL BLUFFS,22.7183732623,117958.96,366.332173913,51501,Pottawattamie,2354.33,7.31158385093,5922.5,18.3928571429,2015-01-07,2016-03-29
214,3524,AMES,18.1035675254,407738.79,835.530307377,50010,Story,2972.03,6.09022540984,29491.0,60.4323770492,2015-01-06,2016-03-29
